ÀÏ½Ã	ÁöÁ¡	Æø¿°¿©ºÎ(O/X)	ÃÖ°íÃ¼°¨¿Âµµ(¡ÆC)	ÃÖ°í±â¿Â(¡ÆC)	Æò±Õ±â¿Â(¡ÆC)	ÃÖÀú±â¿Â(¡ÆC)	Æò±Õ»ó´ë½Àµµ(%)	Æø¿°Æ¯º¸(O/X)	Æø¿°¿µÇâ¿¹º¸(´Ü°è)	¿­´ë¾ß(O/X)	ÀÚ¿Ü¼±Áö¼ö(´Ü°è)
2024-05-01	ºÏ°­¸ª(104)	X	17.2	16.8	12.4	8.2	69.5	X	 	X	³·À½
2024-05-01	µ¿ÇØ(106)	X	18.2	18	12.9	7.7	69.6	X	 	X	³·À½
2024-05-01	¼­¿ï(108)	X	21.8	24	18.5	13.9	46	X	 	X	³·À½
2024-05-01	ÀÎÃµ(112)	X	20.6	21.4	16.7	12.9	58.5	X	 	X	³·À½
2024-05-01	¿øÁÖ(114)	X	20.7	23.2	18.1	14.2	37	X	 	X	³·À½
2024-05-01	¿ï¸ªµµ(115)	X		14.6	11.9	9.1	63.9	X	 	X	³·À½
2024-05-01	¼ö¿ø(119)	X	20.7	22.5	16.7	11.8	54.1	X	 	X	³·À½
2024-05-01	¿µ¿ù(121)	X	21.2	23.9	16.3	9.6	41.5	X	 	X	³·À½
2024-05-01	ÃæÁÖ(127)	X	21.1	22.7	16.5	11.1	48.9	X	 	X	³·À½
2024-05-01	¼­»ê(129)	X	20.6	22.3	15.4	9.6	64.1	X	 	X	³·À½
2024-05-01	¿ïÁø(130)	X	17.5	16.8	12.8	8.3	70.3	X	 	X	³·À½
2024-05-01	Ã»ÁÖ(131)	X	20.8	22.4	17.6	13.6	44.5	X	 	X	³·À½
2024-05-01	´ëÀü(133)	X	20.3	21.6	16.5	11.8	50.8	X	 	X	³·À½
2024-05-01	ÃßÇ³·É(135)	X	18.2	18.4	12.1	7.5	69.9	X	 	X	³·À½
2024-05-01	¾Èµ¿(136)	X	19.3	20.5	14.2	9.4	54.9	X	 	X	³·À½
2024-05-01	»óÁÖ(137)	X	20.3	20.8	13.7	8.6	67	X	 	X	³·À½
2024-05-01	Æ÷Ç×(138)	X	17.1	16.1	13.9	11.5	66.9	X	 	X	³·À½
2024-05-01	±º»ê(140)	X	21.2	20.9	14.9	9.7	75.6	X	 	X	³·À½
2024-05-01	´ë±¸(143)	X	17.5	18.1	13	9.5	68.8	X	 	X	³·À½
2024-05-01	ÀüÁÖ(146)	X	22	21.7	16	11.6	77.6	X	 	X	³·À½
2024-05-01	¿ï»ê(152)	X	16.1	16.1	12.7	9.5	67	X	 	X	³·À½
2024-05-01	Ã¢¿ø(155)	X	18.7	19.2	14.8	11.8	65.8	X	 	X	³·À½
2024-05-01	±¤ÁÖ(156)	X	20.5	17.6	14.8	12.7	98.8	X	 	X	³·À½
2024-05-01	ºÎ»ê(159)	X	17.6	17.5	14.1	11.4	64.3	X	 	X	³·À½
2024-05-01	Åë¿µ(162)	X	18.3	18.3	14.9	12.1	64.6	X	 	X	³·À½
2024-05-01	¸ñÆ÷(165)	X	18.3	16.1	13.9	11.5	89.8	X	 	X	³·À½
2024-05-01	¿©¼ö(168)	X	18.1	15.7	14	11.9	80.8	X	 	X	³·À½
2024-05-01	Èæ»êµµ(169)	X	19.3	18.2	13.7	11.3	83	X	 	X	³·À½
2024-05-01	¿Ïµµ(170)	X	19.2	17.9	14.3	11.5	83.9	X	 	X	³·À½
2024-05-01	°íÃ¢(172)	X	18.4	16.4	13.5	10.3	87.6	X	 	X	³·À½
2024-05-01	Á¦ÁÖ(184)	X	18.6	18.1	15.4	14	70.8	X	 	X	³·À½
2024-05-01	ÁøÁÖ(192)	X	20	19.3	14	8.6	77.3	X	 	X	³·À½
2024-05-01	¾çÆò(202)	X	21.3	23.4	17.8	14.6	41.4	X	 	X	³·À½
2024-05-01	ÀÌÃµ(203)	X	21.5	23	17.5	13.1	51	X	 	X	³·À½
2024-05-01	ÀÎÁ¦(211)	X	19.9	21.8	14.2	8.6	51.6	X	 	X	³·À½
2024-05-01	È«Ãµ(212)	X	21.3	23.9	16.1	10.9	44.3	X	 	X	³·À½
2024-05-01	ÅÂ¹é(216)	X	15.1	15.5	8.9	2.6	69.1	X	 	X	³·À½
2024-05-01	Á¤¼±±º(217)	X	18.7	20.3	12.7	5	49.9	X	 	X	³·À½
2024-05-01	Á¦Ãµ(221)	X	19.6	21.5	15.1	8.7	44.6	X	 	X	³·À½
2024-05-01	º¸Àº(226)	X	18.9	19.6	14.3	10.2	58.8	X	 	X	³·À½
2024-05-01	Ãµ¾È(232)	X	20	21.6	16.9	12.5	51.9	X	 	X	³·À½
2024-05-01	º¸·É(235)	X	22.2	23.1	14.6	8.7	70.8	X	 	X	³·À½
2024-05-01	ºÎ¿©(236)	X	21	22.4	16	9.9	64.4	X	 	X	³·À½
2024-05-01	±Ý»ê(238)	X	19.7	20.6	14.5	10.5	64.4	X	 	X	³·À½
2024-05-01	¼¼Á¾(239)	X	20	21.4	16.5	12.1	52.8	X	 	X	³·À½
2024-05-01	ºÎ¾È(243)	X	21.2	20.4	14.8	10.1	83.6	X	 	X	³·À½
2024-05-01	ÀÓ½Ç(244)	X	19.2	19.3	15	11.9	71.6	X	 	X	³·À½
2024-05-01	Á¤À¾(245)	X	20.4	18.6	14.2	10.7	88.1	X	 	X	³·À½
2024-05-01	³²¿ø(247)	X	19.1	19.3	14.9	12.3	68.5	X	 	X	³·À½
2024-05-01	Àå¼ö(248)	X	18.2	18.5	13.8	11.5	73.8	X	 	X	³·À½
2024-05-01	¿µ±¤±º(252)	X	18.3	15.8	13.3	10.3	89.4	X	 	X	³·À½
2024-05-01	±èÇØ½Ã(253)	X	19.9	19.9	14.2	11.1	65.3	X	 	X	³·À½
2024-05-01	¼øÃ¢±º(254)	X	18.9	18.7	15	12.3	74.8	X	 	X	³·À½
2024-05-01	¾ç»ê½Ã(257)	X	19.6	19.9	14.6	11.1	67.1	X	 	X	³·À½
2024-05-01	°­Áø±º(259)	X	18.4	17	14	10.2	84.3	X	 	X	³·À½
2024-05-01	ÀåÈï(260)	X	18.5	17.3	13.5	8.3	84.8	X	 	X	³·À½
2024-05-01	ÇØ³²(261)	X	18.3	17.2	14.1	11.6	88.8	X	 	X	³·À½
2024-05-01	°íÈï(262)	X	18.6	16.3	14	8.8	81.8	X	 	X	³·À½
2024-05-01	ÀÇ·É±º(263)	X	20	20.1	14.2	8.4	72.1	X	 	X	³·À½
2024-05-01	ÇÔ¾ç±º(264)	X	18.8	19	13.8	10.3	74.5	X	 	X	³·À½
2024-05-01	Áøµµ±ºASOS(268)	X	18.8	16.7	13.8	10.9	91.6	X	 	X	³·À½
2024-05-01	ºÀÈ­(271)	X	17	18.1	12.6	5.5	54	X	 	X	³·À½
2024-05-01	¿µÁÖ(272)	X	19.2	20.5	13.7	7.5	61.3	X	 	X	³·À½
2024-05-01	¹®°æ(273)	X	19.7	20.2	13.5	8.6	69.1	X	 	X	³·À½
2024-05-01	Ã»¼Û±º(276)	X	16.9	18.1	11.8	4.7	58.9	X	 	X	³·À½
2024-05-01	¿µ´ö(277)	X	17.5	16.8	12.6	7.6	72.1	X	 	X	³·À½
2024-05-01	ÀÇ¼º(278)	X	19.5	20.9	12.8	6.3	71.4	X	 	X	³·À½
2024-05-01	±¸¹Ì(279)	X	20	20.9	13.9	9.2	65	X	 	X	³·À½
2024-05-01	¿µÃµ(281)	X	17.4	17.9	12.4	7.1	72	X	 	X	³·À½
2024-05-01	°æÁÖ½Ã(283)	X	16.9	17.2	12.3	7.7	70.3	X	 	X	³·À½
2024-05-01	°ÅÃ¢(284)	X	17.9	17.9	12.2	7.3	77.1	X	 	X	³·À½
2024-05-01	ÇÕÃµ(285)	X	19.6	20.3	13.9	9	69.4	X	 	X	³·À½
2024-05-01	¹Ð¾ç(288)	X	18.4	19.1	14.3	10	57	X	 	X	³·À½
2024-05-01	»êÃ»(289)	X	19.1	18.6	13.3	9.4	81	X	 	X	³·À½
2024-05-01	°ÅÁ¦(294)	X	19.4	19.3	14.6	11.4	65.5	X	 	X	³·À½
2024-05-01	³²ÇØ(295)	X	18.7	17.4	13.8	10.8	82.9	X	 	X	³·À½
2024-05-01	ºÎÃµ(433)	X	20.6	23.1	16.7	13.1	48	X	 	X	³·À½
2024-05-01	¾È¾ç(434)	X		22.6	17.9	14.6		X	 	X	³·À½
2024-05-01	±¤¸í(437)	X	21.6	24.4	18.5	15.2	45	X	 	X	³·À½
2024-05-01	±ºÆ÷(438)	X	21.1	23.3	17.6	14	49	X	 	X	³·À½
2024-05-01	±èÆ÷(441)	X		23.5	17.3	12.8		X	 	X	³·À½
2024-05-01	ÇÏ³²(444)	X	21.1	23	17	12.7	44	X	 	X	³·À½
2024-05-01	ÀÇ¿Õ(445)	X	21.5	22.7	16.1	11.3	57	X	 	X	³·À½
2024-05-01	Æ÷Ãµ(504)	X	22.5	24.7	16.9	11.8	52	X	 	X	³·À½
2024-05-01	°¡ÆòÁ¶Á¾(505)	X	21.5	23.2	15.8	9.4	53	X	 	X	³·À½
2024-05-01	¾È¼º(516)	X	21.3	23.1	17.7	12.6	52	X	 	X	³·À½
2024-05-01	°£¼º(517)	X	18.2	17.2	12	7.7	76	X	 	X	³·À½
2024-05-01	ÆòÃ¢(526)	X	19.5	21.6	14.6	8.2	43	X	 	X	³·À½
2024-05-01	ÀÇÁ¤ºÎ(532)	X	21.5	24.1	17.3	12.3	48	X	 	X	³·À½
2024-05-01	È¾¼º(536)	X	21.3	24.5	17	10.4	37	X	 	X	³·À½
2024-05-01	°í¾ç(540)	X	23.7	26	17.4	11.4	60	X	 	X	³·À½
2024-05-01	³²¾çÁÖ(541)	X	22.5	24.8	17.7	13	43	X	 	X	³·À½
2024-05-01	¾È»ê(545)	X	21.8	23	15.4	9.9	69	X	 	X	³·À½
2024-05-01	°æ±â±¤ÁÖ(546)	X	19.9	22.3	16.3	12.4	42	X	 	X	³·À½
2024-05-01	¿©ÁÖ(548)	X	22.3	24.1	17.3	12.8	47	X	 	X	³·À½
2024-05-01	¿ëÀÎ(549)	X	21.8	23.3	16.5	12	53	X	 	X	³·À½
2024-05-01	¿À»ê(550)	X	21.8	23.2	16.2	10.3	59	X	 	X	³·À½
2024-05-01	ÆòÅÃ(551)	X	22.3	23.9	17.4	12.3	57	X	 	X	³·À½
2024-05-01	È­Ãµ(555)	X	20.7	23.1	15.2	9.2	54	X	 	X	³·À½
2024-05-01	¾ç±¸(556)	X	20.1	22.8	14.4	7.6	50	X	 	X	³·À½
2024-05-01	½ÃÈï(565)	X	21.5	23.6	16.1	10.9	62	X	 	X	³·À½
2024-05-01	±¸¸®(569)	X	21.7	23.9	17.2	13.3	45	X	 	X	³·À½
2024-05-01	È­¼º(571)	X	21	22.8	16.7	11.9	58	X	 	X	³·À½
2024-05-01	¼º³²(572)	X	20.6	22.5	17.4	13.5	49	X	 	X	³·À½
2024-05-01	°úÃµ(590)	X	21.8	23.5	16.7	11.5	59	X	 	X	³·À½
2024-05-01	¾çÁÖ(598)	X	22.3	24.5	16.8	10.9	53	X	 	X	³·À½
2024-05-01	´Ü¾ç(601)	X	20.8	23.1	15.9	9.8	49	X	 	X	³·À½
2024-05-01	ÁøÃµ(602)	X	20.9	23.4	17.6	13	45	X	 	X	³·À½
2024-05-01	±«»ê(603)	X	20.4	21.9	16.1	10	49	X	 	X	³·À½
2024-05-01	¿ÁÃµ(604)	X	19.7	20.6	14.7	10.4	61	X	 	X	³·À½
2024-05-01	È«ºÏ(608)	X						X	 	X	³·À½
2024-05-01	°øÁÖ(612)	X	20.3	21.9	15.8	11	57	X	 	X	³·À½
2024-05-01	¼­Ãµ(614)	X	20.9	20.6	13.9	8	78	X	 	X	³·À½
2024-05-01	³í»ê(615)	X	21	23	16.5	10.7	58	X	 	X	³·À½
2024-05-01	´çÁø(616)	X	21.2	22.9	15.5	9.5	63	X	 	X	³·À½
2024-05-01	Ã»¾ç(618)	X	20.7	22.1	14.3	7.8	66	X	 	X	³·À½
2024-05-01	À½¼º(619)	X	21	22.7	16.7	10.9	48	X	 	X	³·À½
2024-05-01	ÁõÆò(623)	X	20.4	22.3	17	12.4	45	X	 	X	³·À½
2024-05-01	ÅÂ¾È(627)	X	21	22	15	9.4	65	X	 	X	³·À½
2024-05-01	¿¹»ê(628)	X	20.9	22.8	16.2	10.4	60	X	 	X	³·À½
2024-05-01	¾Æ»ê(634)	X	21.5	23.1	16.4	10.9	60	X	 	X	³·À½
2024-05-01	°è·æ(636)	X	19.6	20.7	14.4	7.8	64	X	 	X	³·À½
2024-05-01	¿¬ÃµÃ»»ê(652)	X	20.6	22.8	15.6	9.7	55	X	 	X	³·À½
2024-05-01	¾ç¾ç(670)	X	16.6	16	12.4	8.8	72	X	 	X	³·À½
2024-05-01	¹«¾È(699)	X	18.5	16.3	13.5	10.1	90	X	 	X	³·À½
2024-05-01	¹«ÁÖ(701)	X	18.7	19.5	14.6	9.7	63	X	 	X	³·À½
2024-05-01	ÀÍ»ê(702)	X	20.7	21.6	15.5	10.2	69	X	 	X	³·À½
2024-05-01	Áø¾È(703)	X	19.3	19.3	14.3	11.2	72	X	 	X	³·À½
2024-05-01	´ã¾ç(706)	X	21.3	19.1	15.1	13.1	95	X	 	X	³·À½
2024-05-01	±¸·Ê(709)	X	21	19.9	15.2	11.2	86	X	 	X	³·À½
2024-05-01	³ªÁÖ(710)	X	19.2	17.6	14.6	11.6	86	X	 	X	³·À½
2024-05-01	¼øÃµ½Ã(712)	X	20.5	18.3	14.9	10.6	82	X	 	X	³·À½
2024-05-01	±¤¾çÀ¾(713)	X	20.1	19.2	15	10.7	79	X	 	X	³·À½
2024-05-01	Àå¼º(730)	X	19	16.9	14.5	11.8	88	X	 	X	³·À½
2024-05-01	¿µ¾Ï(731)	X	19.4	18	14.3	10.9	85	X	 	X	³·À½
2024-05-01	º¸¼º(732)	X	17.1	16	12.6	8.3	86	X	 	X	³·À½
2024-05-01	¿ÏÁÖ(734)	X	21.5	22.4	15.7	9.2	72	X	 	X	³·À½
2024-05-01	±èÁ¦(737)	X	21.5	20.8	14.7	10	82	X	 	X	³·À½
2024-05-01	È­¼ø(741)	X	19.4	17.4	14.1	11.9	89	X	 	X	³·À½
2024-05-01	ÇÔÆò(754)	X	19	16.7	13.6	10.5	92	X	 	X	³·À½
2024-05-01	°î¼º(768)	X	20.3	19.5	15.1	12.4	84	X	 	X	³·À½
2024-05-01	¾ÐÇØµµ(789)	X	19.3	17.5	14.2	10.7	89	X	 	X	³·À½
2024-05-01	¿µ¾ç(801)	X	17.9	18.5	11.8	5.5	70	X	 	X	³·À½
2024-05-01	¼ºÁÖ(810)	X	19.1	20.2	13.3	8.3	71	X	 	X	³·À½
2024-05-01	°í·É(812)	X	18.5	18.9	12.7	7.2	77	X	 	X	³·À½
2024-05-01	Ã»µµ(813)	X	17.1	17.4	12.4	7.3	72	X	 	X	³·À½
2024-05-01	¿¹Ãµ(815)	X	19.8	20.4	14.7	9.7	62	X	 	X	³·À½
2024-05-01	±èÃµ(822)	X	20.3	21	13.4	7.9	71	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	±ºÀ§(823)	X	20.3	20.8	13.1	7.5	72	X	 	X	³·À½
2024-05-01	Ä¥°î(825)	X	19.3	19.7	13.6	9	77	X	 	X	³·À½
2024-05-01	°æ»ê(827)	X	18.7	18.6	12.7	8.9	73	X	 	X	³·À½
2024-05-01	»ïÃ´(876)	X	18.6	18.3	13	9.4	69	X	 	X	³·À½
2024-05-01	¼ÓÃÊ(90)	X	17.8	17.4	12.5	8.3	72.6	X	 	X	³·À½
2024-05-01	»ïÃµÆ÷(907)	X	18.9	18	14	10.5	80	X	 	X	³·À½
2024-05-01	°í¼º(918)	X	18.9	18.9	14.4	10.4	77	X	 	X	³·À½
2024-05-01	Ã¢³ç(919)	X	19	19	13.9	9	71	X	 	X	³·À½
2024-05-01	ÇÔ¾È(920)	X	19.2	19.3	13.7	8.2	74	X	 	X	³·À½
2024-05-01	ºÏÃáÃµ(93)	X	20.4	22.9	16.3	10.2	42.4	X	 	X	³·À½
2024-05-01	ÇÏµ¿(932)	X	19.8	19.7	14.8	10.4	76	X	 	X	³·À½
2024-05-01	Ã¶¿ø(95)	X	20.8	23.1	15.8	9.9	49.5	X	 	X	³·À½
2024-05-01	µ¿µÎÃµ(98)	X	21.2	23.9	16.6	10.8	53.3	X	 	X	³·À½
2024-05-01	ÆÄÁÖ(99)	X	21.9	23.1	16	10.3	62	X	 	X	³·À½
2024-05-02	ºÏ°­¸ª(104)	X	21.5	23.8	17	7.4	47.5	X	 	X	³·À½
2024-05-02	µ¿ÇØ(106)	X	20.7	20.8	14.1	5.7	60.1	X	 	X	³·À½
2024-05-02	¼­¿ï(108)	X	21.9	23.7	18.1	12.4	48.4	X	 	X	³·À½
2024-05-02	ÀÎÃµ(112)	X	19.5	20.8	16.2	12.7	60.9	X	 	X	³·À½
2024-05-02	¿øÁÖ(114)	X	22.5	24.8	17.4	9.8	47.4	X	 	X	³·À½
2024-05-02	¿ï¸ªµµ(115)	X		17.8	13.7	9.2	63	X	 	X	³·À½
2024-05-02	¼ö¿ø(119)	X	21.4	22.3	16.1	10.3	58.6	X	 	X	³·À½
2024-05-02	¿µ¿ù(121)	X	22.2	24.5	15.5	5.7	56.4	X	 	X	³·À½
2024-05-02	ÃæÁÖ(127)	X	22.6	24.4	15.6	6.6	56.5	X	 	X	³·À½
2024-05-02	¼­»ê(129)	X	21.8	22.5	14.7	8.5	68.1	X	 	X	³·À½
2024-05-02	¿ïÁø(130)	X	18.3	17.6	12.9	5.5	68	X	 	X	³·À½
2024-05-02	Ã»ÁÖ(131)	X	22.9	25	18.1	11.5	43.3	X	 	X	³·À½
2024-05-02	´ëÀü(133)	X	22.7	24.8	17	9.6	50.5	X	 	X	³·À½
2024-05-02	ÃßÇ³·É(135)	X	21.9	23.5	14.9	4.1	59.6	X	 	X	³·À½
2024-05-02	¾Èµ¿(136)	X	22.9	24.5	15.1	5.9	64.5	X	 	X	³·À½
2024-05-02	»óÁÖ(137)	X	23.6	25	15.7	5.8	60	X	 	X	³·À½
2024-05-02	Æ÷Ç×(138)	X	18.8	19.4	14.2	8.5	64.3	X	 	X	³·À½
2024-05-02	±º»ê(140)	X	21.7	21.6	15.8	11.2	74.3	X	 	X	³·À½
2024-05-02	´ë±¸(143)	X	22.2	25.1	15.9	6.6	55.3	X	 	X	³·À½
2024-05-02	ÀüÁÖ(146)	X	23.4	24.1	16.9	12.3	75.1	X	 	X	³·À½
2024-05-02	¿ï»ê(152)	X	18.5	18.6	13.2	7.1	69.6	X	 	X	³·À½
2024-05-02	Ã¢¿ø(155)	X	21	22.1	14.1	8.3	65.3	X	 	X	³·À½
2024-05-02	±¤ÁÖ(156)	X	23.5	23.1	17	12.4	78.9	X	 	X	³·À½
2024-05-02	ºÎ»ê(159)	X	19.5	19.4	14.7	10.5	63.1	X	 	X	³·À½
2024-05-02	Åë¿µ(162)	X	20.5	21.3	14.9	9.3	63.8	X	 	X	³·À½
2024-05-02	¸ñÆ÷(165)	X	20.6	19.6	15.3	12.3	80	X	 	X	³·À½
2024-05-02	¿©¼ö(168)	X	19.6	19.9	14.7	10.9	63.8	X	 	X	³·À½
2024-05-02	Èæ»êµµ(169)	X	19.9	18.4	14.9	11.9	86.5	X	 	X	³·À½
2024-05-02	¿Ïµµ(170)	X	22.6	22.3	15.9	10.8	75.8	X	 	X	³·À½
2024-05-02	°íÃ¢(172)	X	20.9	20.8	14.4	8.5	76.4	X	 	X	³·À½
2024-05-02	Á¦ÁÖ(184)	X	19	19.3	16.1	12.8	60	X	 	X	³·À½
2024-05-02	ÁøÁÖ(192)	X	22.4	24.6	13.7	5.4	70.3	X	 	X	³·À½
2024-05-02	¾çÆò(202)	X	22.6	24.7	17	9.1	52	X	 	X	³·À½
2024-05-02	ÀÌÃµ(203)	X	23.7	25.1	17.2	8.4	53.6	X	 	X	³·À½
2024-05-02	ÀÎÁ¦(211)	X	22.7	24.8	14.8	4.7	61	X	 	X	³·À½
2024-05-02	È«Ãµ(212)	X	22.8	25.1	16.2	6.4	54.1	X	 	X	³·À½
2024-05-02	ÅÂ¹é(216)	X	20.9	23.4	12	-0.5	57.6	X	 	X	³·À½
2024-05-02	Á¤¼±±º(217)	X	23.4	26.4	14	1.2	54.8	X	 	X	³·À½
2024-05-02	Á¦Ãµ(221)	X	21.6	23.8	14.9	4.8	58.3	X	 	X	³·À½
2024-05-02	º¸Àº(226)	X	22.2	23.9	14.6	5.5	62.8	X	 	X	³·À½
2024-05-02	Ãµ¾È(232)	X	22.2	23.6	15.5	7.3	61.4	X	 	X	³·À½
2024-05-02	º¸·É(235)	X	22.7	23.2	15.3	9	71.3	X	 	X	³·À½
2024-05-02	ºÎ¿©(236)	X	23.6	24.7	15.8	8.7	70.3	X	 	X	³·À½
2024-05-02	±Ý»ê(238)	X	22.1	23.9	15.7	8.3	63	X	 	X	³·À½
2024-05-02	¼¼Á¾(239)	X	22.4	24	16.6	9.5	56.1	X	 	X	³·À½
2024-05-02	ºÎ¾È(243)	X	20.8	20.6	15.6	11.2	76.5	X	 	X	³·À½
2024-05-02	ÀÓ½Ç(244)	X	22.5	22.8	15.6	9.5	74.5	X	 	X	³·À½
2024-05-02	Á¤À¾(245)	X	22.2	22	15.8	10.9	73.4	X	 	X	³·À½
2024-05-02	³²¿ø(247)	X	23	23.6	16.1	8.9	68	X	 	X	³·À½
2024-05-02	Àå¼ö(248)	X	21.6	22.5	14.1	6.4	70.4	X	 	X	³·À½
2024-05-02	¿µ±¤±º(252)	X	20.8	20.2	14.6	8.5	77.1	X	 	X	³·À½
2024-05-02	±èÇØ½Ã(253)	X	22.4	23.3	14.6	8.9	66.6	X	 	X	³·À½
2024-05-02	¼øÃ¢±º(254)	X	21.9	22.4	15.9	11	72.4	X	 	X	³·À½
2024-05-02	¾ç»ê½Ã(257)	X	23	24.4	15.7	8.8	63.6	X	 	X	³·À½
2024-05-02	°­Áø±º(259)	X	23.4	23.7	15.7	8.7	77	X	 	X	³·À½
2024-05-02	ÀåÈï(260)	X	22.9	23.2	14.8	7.1	77.6	X	 	X	³·À½
2024-05-02	ÇØ³²(261)	X	22.4	22.4	15	9.6	81.8	X	 	X	³·À½
2024-05-02	°íÈï(262)	X	22.8	23.5	14.3	7	71.9	X	 	X	³·À½
2024-05-02	ÀÇ·É±º(263)	X	22.3	24.3	14.7	5.3	63.3	X	 	X	³·À½
2024-05-02	ÇÔ¾ç±º(264)	X	22.7	25.4	14.8	5.7	63.6	X	 	X	³·À½
2024-05-02	Áøµµ±ºASOS(268)	X	20.9	19.6	14.7	10.7	85.1	X	 	X	³·À½
2024-05-02	ºÀÈ­(271)	X	20.9	22.3	12.5	2.5	66.3	X	 	X	³·À½
2024-05-02	¿µÁÖ(272)	X	22	23.9	14.8	4.1	57.5	X	 	X	³·À½
2024-05-02	¹®°æ(273)	X	22.3	24	15.5	5	58.4	X	 	X	³·À½
2024-05-02	Ã»¼Û±º(276)	X	21.9	24	13.1	3.4	64.4	X	 	X	³·À½
2024-05-02	¿µ´ö(277)	X	20	20.4	11.9	4.5	74.5	X	 	X	³·À½
2024-05-02	ÀÇ¼º(278)	X	22.6	24.7	13.8	3.2	66.9	X	 	X	³·À½
2024-05-02	±¸¹Ì(279)	X	22.5	24.7	15.3	6.7	60.5	X	 	X	³·À½
2024-05-02	¿µÃµ(281)	X	21.5	23.6	13.8	4.2	63.3	X	 	X	³·À½
2024-05-02	°æÁÖ½Ã(283)	X	21.2	23.7	13.7	4.9	63.8	X	 	X	³·À½
2024-05-02	°ÅÃ¢(284)	X	22	23.8	13.6	5	70	X	 	X	³·À½
2024-05-02	ÇÕÃµ(285)	X	22	24.5	15.5	6.5	60	X	 	X	³·À½
2024-05-02	¹Ð¾ç(288)	X	21.3	24.3	15.1	6.5	57.1	X	 	X	³·À½
2024-05-02	»êÃ»(289)	X	22.5	24.3	14.6	5.9	69.3	X	 	X	³·À½
2024-05-02	°ÅÁ¦(294)	X	20.2	20.3	13.6	8	70.9	X	 	X	³·À½
2024-05-02	³²ÇØ(295)	X	20.8	21.9	14.1	9.1	67.5	X	 	X	³·À½
2024-05-02	ºÎÃµ(433)	X	20.1	21.9	16.3	11.2	48	X	 	X	³·À½
2024-05-02	¾È¾ç(434)	X	16.1	22.7	17.8	13.3		X	 	X	³·À½
2024-05-02	±¤¸í(437)	X	21.9	23.7	18.6	14.9	46	X	 	X	³·À½
2024-05-02	±ºÆ÷(438)	X	21.7	23.8	17.6	12.4	47	X	 	X	³·À½
2024-05-02	±èÆ÷(441)	X		22.5	16.7	10.8		X	 	X	³·À½
